x,y,cluster
-8.167336731114846,7.396451887048452,0.0
-1.1612914315034135,3.4000871166542685,1.0
-1.7253529304545083,4.179477773883045,1.0
-0.9912710391638034,5.444758663793727,1.0
-2.3277031463654856,5.054227064960736,1.0
8.147437705805391,1.071564094656846,2.0
9.877041844526358,1.7070321683770884,2.0
-0.3870567318504991,4.922009547520749,1.0
-8.713603202383117,6.635883998983632,0.0
9.549394662765959,1.8843175122058762,2.0
-6.665876623219847,6.293607308205353,0.0
-9.6218049853493,5.999675143347125,0.0
-8.780572710866066,4.886490355985694,0.0
10.03429276137997,0.5300549650285779,2.0
9.157196652555177,1.2812079409319164,2.0
8.1447728798683,0.5915572830522724,2.0
9.146956239818431,1.017246090363041,2.0
-9.165426205789453,5.897872124592354,0.0
9.959392438724798,0.19080965893214255,2.0
8.486697738274069,1.4784940535418505,2.0
-0.3582643293862715,5.840807754114097,1.0
-2.2186345261641804,4.615624117910637,1.0
10.47604297470776,0.4921540622294554,2.0
-2.7604144732798868,4.9784338438022795,1.0
9.937212447233478,-0.1112822931713835,2.0
-8.483627961806011,5.53784507561264,0.0
9.270455589800079,1.4007210675022714,2.0
0.25622916659958644,3.2714846427335473,1.0
10.148892613250826,-0.16841584321546238,2.0
9.702422433216821,2.162194444522933,2.0
-9.104972635421447,5.6000283031270515,0.0
-0.46045498366900267,4.696212695686656,1.0
